"TAVE_ABS","TAVE_MEAN","CHA_ABS","CHA_MEAN","AERA"
"1",16.0333333333333,11.4666666666667,34.4166666666667,84.4166666666667,"阿里山"
"2",10.375,17.125,36.8333333333333,86.8333333333333,"鞍部"
"3",4.3,23.2,22.1666666666667,72.1666666666667,"板橋"
"4",3.74166666666667,23.7583333333333,26.3333333333333,76.3333333333333,"成功"
"5",3.86666666666667,23.6333333333333,27.4166666666667,77.4166666666667,"嘉義"
"6",2.54166666666666,24.9583333333333,22.8333333333333,72.8333333333333,"大武"
"7",3.71666666666667,23.7833333333333,26.6666666666667,76.6666666666667,"東吉島"
"8",1.91666666666667,25.5833333333333,22.5,72.5,"恆春"
"9",4.375,23.125,24.75,74.75,"新竹"
"10",3.98333333333333,23.5166666666667,26.9166666666667,76.9166666666667,"花蓮"
"11",1.93333333333333,25.5666666666667,23.6666666666667,73.6666666666667,"高雄"
"12",4.68333333333333,22.8166666666667,25.75,75.75,"基隆"
"13",6.05833333333333,21.4416666666667,25,75,"金門"
"14",5.11666666666667,22.3833333333333,33.75,83.75,"蘭嶼"
"15",7.95,19.55,28.1666666666667,78.1666666666667,"馬祖"
"16",3.75,23.75,28.5833333333333,78.5833333333333,"澎湖"
"17",5.53333333333333,21.9666666666667,30.6666666666667,80.6666666666667,"彭佳嶼"
"18",4.63333333333333,22.8666666666667,28.0833333333333,78.0833333333333,"蘇澳"
"19",8.125,19.375,32.4166666666667,82.4166666666667,"日月潭"
"20",3.69166666666667,23.8083333333333,21.8333333333333,71.8333333333333,"臺中"
"21",2.86666666666667,24.6333333333333,24.4166666666667,74.4166666666667,"臺南"
"22",4.01666666666667,23.4833333333333,21.8333333333333,71.8333333333333,"臺北"
"23",2.74166666666667,24.7583333333333,23.4166666666667,73.4166666666667,"臺東"
"24",4.74166666666667,22.7583333333333,26.6666666666667,76.6666666666667,"淡水"
"25",6.28333333333333,21.2166666666667,21.8333333333333,71.8333333333333,"梧棲"
"26",4.86666666666667,22.6333333333333,29.3333333333333,79.3333333333333,"新屋"
"27",4.875,22.625,29.8333333333333,79.8333333333333,"宜蘭"
"28",21.1833333333333,6.31666666666667,23.5,73.5,"玉山"
"29",9.89166666666667,17.6083333333333,31.75,81.75,"竹子湖"
