"TAVE_ABS","TAVE_MEAN","CHA_ABS","CHA_MEAN","AERA"
"1",15.55,11.95,30.75,80.75,"阿里山"
"2",9.90833333333333,17.5916666666667,40.8333333333333,90.8333333333333,"鞍部"
"3",3.90833333333333,23.5916666666667,21.8333333333333,71.8333333333333,"板橋"
"4",3.40833333333333,24.0916666666667,27.75,77.75,"成功"
"5",3.19166666666667,24.3083333333333,28.25,78.25,"嘉義"
"6",2.24166666666667,25.2583333333333,22.5,72.5,"大武"
"7",3.26666666666667,24.2333333333333,28.5833333333333,78.5833333333333,"東吉島"
"8",1.38333333333333,26.1166666666667,21.8333333333333,71.8333333333333,"恆春"
"9",4.16666666666667,23.3333333333333,26.6666666666667,76.6666666666667,"新竹"
"10",3.55833333333333,23.9416666666667,30,80,"花蓮"
"11",1.43333333333333,26.0666666666667,23.6666666666667,73.6666666666667,"高雄"
"12",4.45833333333333,23.0416666666667,26.5,76.5,"基隆"
"13",5.85,21.65,23.5,73.5,"金門"
"14",4.68333333333333,22.8166666666667,33,83,"蘭嶼"
"15",8.04166666666667,19.4583333333333,33.0833333333333,83.0833333333333,"馬祖"
"16",3.43333333333333,24.0666666666667,28.8333333333333,78.8333333333333,"澎湖"
"17",5.40833333333333,22.0916666666667,30.5833333333333,80.5833333333333,"彭佳嶼"
"18",4.33333333333333,23.1666666666667,29.9166666666667,79.9166666666667,"蘇澳"
"19",7.90833333333333,19.5916666666667,33.4166666666667,83.4166666666667,"日月潭"
"20",3.16666666666667,24.3333333333333,22,72,"臺中"
"21",2.51666666666667,24.9833333333333,25.6666666666667,75.6666666666667,"臺南"
"22",3.725,23.775,25.25,75.25,"臺北"
"23",2.54166666666667,24.9583333333333,26.8333333333333,76.8333333333333,"臺東"
"24",4.425,23.075,25.75,75.75,"淡水"
"25",4.06666666666667,23.4333333333333,27.8333333333333,77.8333333333333,"梧棲"
"26",4.65,22.85,30.9166666666667,80.9166666666667,"新屋"
"27",4.55,22.95,30.6666666666667,80.6666666666667,"宜蘭"
"28",22.575,4.925,23,73,"玉山"
"29",8.25,19.25,33.4166666666667,83.4166666666667,"竹子湖"
