"TAVE_ABS","TAVE_MEAN","CHA_ABS","CHA_MEAN","AERA"
"1",15.7,11.8,35.0833333333333,85.0833333333333,"阿里山"
"2",10.5333333333333,16.9666666666667,40.6666666666667,90.6666666666667,"鞍部"
"3",4.525,22.975,25.3333333333333,75.3333333333333,"板橋"
"4",3.25833333333333,24.2416666666667,28.1666666666667,78.1666666666667,"成功"
"5",3.91666666666667,23.5833333333333,28.75,78.75,"嘉義"
"6",2.43333333333333,25.0666666666667,24,74,"大武"
"7",3.19166666666667,24.3083333333333,28.8333333333333,78.8333333333333,"東吉島"
"8",2.15,25.35,25.5,75.5,"恆春"
"9",4.78333333333333,22.7166666666667,26.5,76.5,"新竹"
"10",3.81666666666667,23.6833333333333,23.5833333333333,73.5833333333333,"花蓮"
"11",2.09166666666667,25.4083333333333,24.5,74.5,"高雄"
"12",4.925,22.575,27.8333333333333,77.8333333333333,"基隆"
"13",6.99166666666667,20.5083333333333,28.5,78.5,"金門"
"14",4.76666666666667,22.7333333333333,38.0833333333333,88.0833333333333,"蘭嶼"
"15",8.675,18.825,35,85,"馬祖"
"16",3.98333333333333,23.5166666666667,30.0833333333333,80.0833333333333,"澎湖"
"17",5.675,21.825,31,81,"彭佳嶼"
"18",4.75833333333333,22.7416666666667,29.5,79.5,"蘇澳"
"19",8.3,19.2,31.9166666666667,81.9166666666667,"日月潭"
"20",3.8,23.7,24.6666666666667,74.6666666666667,"臺中"
"21",2.86666666666667,24.6333333333333,21.1666666666667,71.1666666666667,"臺南"
"22",4.25,23.25,25.5,75.5,"臺北"
"23",2.74166666666667,24.7583333333333,24.9166666666667,74.9166666666667,"臺東"
"24",5.23333333333333,22.2666666666667,28.9166666666667,78.9166666666667,"淡水"
"25",4.51666666666667,22.9833333333333,26.5833333333333,76.5833333333333,"梧棲"
"26",4.78333333333333,22.7166666666667,28.1666666666667,78.1666666666667,"新屋"
"27",23.3583333333333,4.14166666666667,23.8333333333333,73.8333333333333,"宜蘭"
"28",8.71666666666667,18.7833333333333,33.4166666666667,83.4166666666667,"玉山"
"29",NA,NA,NA,NA,"竹子湖"
