"TAVE_ABS","TAVE_MEAN","CHA_ABS","CHA_MEAN","AERA"
"1",15.35,12.15,32.4166666666667,82.4166666666667,"阿里山"
"2",9.70833333333333,17.7916666666667,41.1666666666667,91.1666666666667,"鞍部"
"3",3.83333333333333,23.6666666666667,22.9166666666667,72.9166666666667,"板橋"
"4",3.33333333333333,24.1666666666667,29.3333333333333,79.3333333333333,"成功"
"5",3.18333333333333,24.3166666666667,30.0833333333333,80.0833333333333,"嘉義"
"6",2.125,25.375,24.5833333333333,74.5833333333333,"大武"
"7",3.06666666666667,24.4333333333333,31.0833333333333,81.0833333333333,"東吉島"
"8",1.15833333333333,26.3416666666667,26.25,76.25,"恆春"
"9",3.96666666666667,23.5333333333333,27.6666666666667,77.6666666666667,"新竹"
"10",3.33333333333333,24.1666666666667,29.9166666666667,79.9166666666667,"花蓮"
"11",1.58333333333334,25.9166666666667,25.9166666666667,75.9166666666667,"高雄"
"12",4.20833333333333,23.2916666666667,28.9166666666667,78.9166666666667,"基隆"
"13",5.78333333333333,21.7166666666667,28.5,78.5,"金門"
"14",4.40833333333333,23.0916666666667,33.5833333333333,83.5833333333333,"蘭嶼"
"15",7.575,19.925,36.0833333333333,86.0833333333333,"馬祖"
"16",3.34166666666667,24.1583333333333,29.9166666666667,79.9166666666667,"澎湖"
"17",5,22.5,31.0833333333333,81.0833333333333,"彭佳嶼"
"18",3.98333333333333,23.5166666666667,30.1666666666667,80.1666666666667,"蘇澳"
"19",7.93333333333333,19.5666666666667,32.5,82.5,"日月潭"
"20",3.30833333333333,24.1916666666667,25.75,75.75,"臺中"
"21",2.60833333333333,24.8916666666667,27.25,77.25,"臺南"
"22",3.53333333333333,23.9666666666667,24.25,74.25,"臺北"
"23",2.425,25.075,28.6666666666667,78.6666666666667,"臺東"
"24",4.55,22.95,27.25,77.25,"淡水"
"25",3.925,23.575,29.0833333333333,79.0833333333333,"梧棲"
"26",4.38333333333333,23.1166666666667,31.3333333333333,81.3333333333333,"新屋"
"27",4.20833333333333,23.2916666666667,30.8333333333333,80.8333333333333,"宜蘭"
"28",22.7583333333333,4.74166666666667,26.5,76.5,"玉山"
"29",8.075,19.425,36,86,"竹子湖"
