"TAVE_ABS","TAVE_MEAN","CHA_ABS","CHA_MEAN","AERA"
"1",16.4916666666667,11.0083333333333,37.5,87.5,"阿里山"
"2",11.0416666666667,16.4583333333333,40.25,90.25,"鞍部"
"3",5.025,22.475,24.25,74.25,"板橋"
"4",4.15833333333333,23.3416666666667,28.4166666666667,78.4166666666667,"成功"
"5",4.375,23.125,28.0833333333333,78.0833333333333,"嘉義"
"6",3.25,24.25,24.5,74.5,"大武"
"7",4.325,23.175,29.1666666666667,79.1666666666667,"東吉島"
"8",2.83333333333333,24.6666666666667,25.6666666666667,75.6666666666667,"恆春"
"9",5.225,22.275,29.3333333333333,79.3333333333333,"新竹"
"10",4.425,23.075,24.3333333333333,74.3333333333333,"花蓮"
"11",2.59166666666667,24.9083333333333,24.25,74.25,"高雄"
"12",5.30833333333333,22.1916666666667,26.9166666666667,76.9166666666667,"基隆"
"13",6.90833333333333,20.5916666666667,27.5,77.5,"金門"
"14",5.65833333333333,21.8416666666667,38.75,88.75,"蘭嶼"
"15",9.01666666666667,18.4833333333333,32.1666666666667,82.1666666666667,"馬祖"
"16",4.71666666666667,22.7833333333333,28.9166666666667,78.9166666666667,"澎湖"
"17",6.13333333333333,21.3666666666667,30.9166666666667,80.9166666666667,"彭佳嶼"
"18",5.35,22.15,29.3333333333333,79.3333333333333,"蘇澳"
"19",8.63333333333333,18.8666666666667,32.3333333333333,82.3333333333333,"日月潭"
"20",4.01666666666667,23.4833333333333,21.6666666666667,71.6666666666667,"臺中"
"21",3.525,23.975,22.1666666666667,72.1666666666667,"臺南"
"22",4.76666666666667,22.7333333333333,25.5,75.5,"臺北"
"23",3.525,23.975,24.6666666666667,74.6666666666667,"臺東"
"24",5.86666666666667,21.6333333333333,29.25,79.25,"淡水"
"25",5,22.5,27.25,77.25,"梧棲"
"26",5.35833333333333,22.1416666666667,29.0833333333333,79.0833333333333,"新屋"
"27",23.55,3.95,23.75,73.75,"宜蘭"
"28",9.35833333333333,18.1416666666667,36.8333333333333,86.8333333333333,"玉山"
"29",NA,NA,NA,NA,"竹子湖"
